Selfie with @twinklecarl #funfunfun #bondingtime #vacaymode @ Heavenly Gondola,0
"These guys take a cleet to the leg and they go down like Scarface lit them up with his \little friend\""  #WorldCup2014 #TonyMontana""""hese guys take a cleet to the leg and they """,0
Sick shorts and Jordan's bro. \nBecause nothing says I'm a faggot like shorts and high tops.,0
#messiiiiiiiiii #Messi #ARGvsBIH,0
God Bless America...Land of Guns Guns &amp; More Guns. Can't have enough guns! #sarcasm #gunsense @MomsDemand @Everytown http://t.co/AqJIL7PrMn,1
So glad I asked the @sainsburys pharmacist for advice about my son today. #sarcasm #aboutasmuchuseastitsonafish,1
So many players going down with cramps so far. Yeah..qatar is a real good idea in 2022. #sarcasm,1
James,1
Watching the last episode of Lost tonight and having my last day of high school tomorrow..it's gonna be an emotional 24 hours,0
Argentina y Alemania mis favoritos,0
What time the game?,0
The players really looked like they meant that! #nationalanthem #sarcasm,1
\u201c@VineSmoke: Sharpshooting http:\/\/t.co\/sA8V9yRoMl\u201d@ChrisLoGrasso,0
#sarcasm,1
It is so easy to stop loving you,1
@LogoMotives that clearly says ESG. No resemblance at all. #sarcasm #theft,1
WE CUM FO FLATLINE EVERTING INNA THIS BUMBACLOT TILL CRASHDUN FOR REAAALLL!!!,0
Ugh Di Maria is such a fuckn beast! He better stay in Real Madrid forever,0
@ESPNStatsInfo not on 32 though,0
@TSNBobMcKenzie Not sure if you got enough responses yet Bob,1
A theist running away instead of addressing my points?,1
Largest heat lead this series.. 4-0 #sarcasm #heat #NBAFinals,1
Opened Street or Sidewalk Cleaning request via open311 at 278 Shotwell St,0
MESSI!!!!!!!!,0
What are you doing tonight girl? http:\/\/t.co\/gM4v0iZcUs,0
Another great night spent at home #Sarcasm,1
Thanks #foxsports2 for not being in HD on #optimum ,1
I need to go outside,0
@Jaddams don't you even dare,0
of course carter goes high #heneverdoesthat #sarcasm,1
"Overheard in Williamsburg: \do you have lotion here? ... what kind of deli is this?!\"" @urysohnlemma""""verheard in Williamsburg: \""do you have lotion here? ... what kind of de""""erheard in Williamsburg: \""do you have lotio""""rheard in William""",0
gooooooooooooooooooooooooooooooooooool la puta madreee!!!,0
@RandiGandi @tgminish @FarmersMinds @LaurensCows @tinamarieshaw @fionagraham13 I know Michael. #Sarcasm,1
"@DodgerFanWeekly Geez...I'll add #sarcasm next time so I don't get in trouble for the obvious""""DodgerFanWeekly Geez...I'll add #sarcasm"" next time """"odgerFanWee""",1
@JennDMartin 3RD place?! http:\/\/t.co\/405MHrr4lk #sarcasm #whoop,1
@jaymohr37 @billburr WOW!!!  I really wish the Stanley Cup Final had been exciting. #sarcasm #jaymohrsports,1
If i had a favorite dancer,0
fathers day tomorrow. pah! hope my 2 out of 3 sperm doners have a fantabulous day #sarcasm,1
@eyeout4selenur thanks vall!! \ud83d\udc9a\u2764\ufe0f\ud83d\udc9c,0
@BryceMoriah lol you got it \ud83d\ude37\ud83d\udc4c\u2764\ufe0f,0
I'm fucked dead man,0
#Rebel #Badass #Sarcasm,1
Kristian is always sooo excited to talk to me #sarcasm,1
Me and my Dad. Happy Father's Day pop!!!!!! @ Gino's Tuscany http:\/\/t.co\/FgSO9KEwWY,0
Hurray for mid summer,1
Tube tops are (secretly not) classy as hellllll #realworld #sarcasm #not #yesallwomen,1
That was clean,0
Like #sarcasm? Check out @dailypotatonews!! Our Newest Article -&gt; Apple Pregnant with Starbuck's baby http://t.co/aqlseFtMd8,1
Going to Idaho in July \ud83d\ude02\ud83d\ude01,0
No we don't only speak Zulu in #SouthAfrica (what language do you think I'm typing in?) #sarcasm people who ask such questions though...,1
GOAT,0
Usama thinks Chille is not part of South Ameria. Poor boy must have been looking at page 3 spread while Geography class. #Sarcasm,1
https:\/\/t.co\/8SXGtNSJeB,0
http:\/\/t.co\/1ymGjFGMFt,0
@AlisonSports Can't have a clean first. Did you forget who Wheeler pitches for! #sarcasm,1
Just seen Westie at #1 in HRN. Now all I need is an England victory to totally make my day. #sarcasm #ABE,1
I cant find any channel.. I guess im not gonna watch it @much smh  #MileyForMMVA,0
Exposing the Arab \ud83d\ude02\ud83d\ude29,0
@jennaapalmer Jenna Palmer u are the heart eye emoji,0
This movies too sad shit,0
Being a girl is awesome. You go through about 4 different personalities a day #woo #sarcasm,1
Goooood job Miami. Doing good \ud83d\udc4c\n#sarcasm \ud83d\ude12,1
It's been a great fucking day #sarcasm fuck everything,1
@AmericasBelleXO RTs. Plz. #Sarcasm,1
Making a lot of friends today #sarcasm,1
And the pinched nerve in my neck is back. This will feel great during my long run this weekend. #sarcasm,1
Ironic meta-game available for FREE download: http://t.co/lOWFtawc2z ,1
I'm glad everyone knows how to spell AMERICA.... #sarcasm   emphasis on the A.,1
Bosnia has no one to blame but theirselves. Way to many blown opps. On a side note though,0
Runs good? Really? #motorsalvage #sarcasm http://t.co/txWTrInSFQ,1
Oh... Summer's here and you're taking pictures of strawberries? Thats awesome #sarcasm,1
We need a process for questioning these LOLs. I'm contacting the Dept. of Condescendtion,1
A little vegan chocolate icecream in a pretzel cone on this perfect Sunday evening @chloesfruit #win http:\/\/t.co\/3pq55EmbXz,0
happy fathers day to the sportiest dilf out there \ud83d\ude0d http:\/\/t.co\/bB4wikKLrP,0
@Anthony_Faust sick sauce. I hope I'm not too old.,0
@AngeloNepo @BillyNing ROFL YES,0
@HakveAdalet3 like the Kemalists hate Israel i guess huh.. #Sarcasm.  @AbuYahya_Somal,1
We were watching the soccer game - Drinking a Heineken by @heineken @ Saints and Sinners  \u2014 http:\/\/t.co\/3Z5v6IpSI5,0
Well #Rangers have been awesome in 3rd periods,1
Like #sarcasm? Check out @dailypotatonews!! Our Newest Article -&gt; Apple Pregnant with Starbuck's baby http://t.co/UuLyOP7ME6,1
"\@girlposts: do u ever realize how much youre starting to like someone &amp; just think FUUUUUUUCCCKK\""""""""@girlposts: do u ever realize how much youre starting to like someone &amp; just think FUUUUUUUCCCKK\""""@girlposts: do u ever realize how much youre starting to like someone &amp; just think FUUUUUUUCCCKK\""",0
It just keeps getting better and better. #sarcasm,1
Finally!! Way to go messi !\ud83d\udc4f\ud83d\udc4c,0
@nickcarter i Can chat too,0
Damn messi i must say that was beautiful,0
Lol idk anything about soccer,0
@PrizeCrazy73342 holy shit I'm so lucky!\n#Sarcasm,1
Damn that Joey Lagano,1
Life is great \ud83d\udc4d #Sarcasm,1
i guess you can say i like chick flicks #sarcasm http://t.co/lrbziJGU3U,1
Typical messi goal\ud83d\udc4c\ud83d\ude4c,0
People is unfollowing me :(( ,1
0.01,0
Great. Now theyre singing Que Sera. Almost like theyre expecting failure. #WorldCup2014   #WhatATreat #Sarcasm,1
Ah mira ah\u00ed est\u00e1 Messi,0
\u201c@parker_labrie: @rachelawl_ guess that's why I play\u201d Well I mean obviously,0
Messi is brilliant,0
Like #sarcasm? Check out @dailypotatonews!! Our Newest Article -&gt; Apple Pregnant with Starbuck's baby http://t.co/iEoNJaw8wh #ATL,1
\u201c@KrSmith__: If only I had someone to get high &amp; go watch 22 jump street with.\u201d let's go I BEEN tryna do this!,0
Breaking news!! #mothwatch #sarcasm http:\/\/t.co\/WJitFoJP4j,1
@StephenBaker8 Body of The Sheep in The Haight.,0
MESSI MESSI MESSI vamos carajooooo,0
Alright. A walk off coming our way.,0
Only if Wubb went over the review packets that woulda been helpful!,0
@UberFacts: 3 days ago someone used a drone to spy on France's World Cup team while they were practicing. Oh I wonder who #sarcasm,1
FUNNY it's so FUNNY! -_- #Sarcasm,1
#thatawkwardmoment #sarcasm http://t.co/zKf4xRHHNc,1
Ay que emoci\u00f3n va a jugar Honduras! #Sarcasm,1
"@jaskrystal: @MBLatest @deesnutttz o this is so sweet that this bf crap is still going on! #SoSweet #SARCASM""""jaskrystal: @MBLatest @deesnutttz o this i""",1
Messi !!! Goal !! #ARG  #FifaWorldCup,0
@tMFbarr @saravictoria_24 I know. #Sarcasm,1
@DylanBurnss I had the highlight of the game with my goal in a 9 year old birthday party,0
The team I wanted to join germany in the final was Honduras,1
Really looking forward to seeing Ibarbo play for Leeds next year! #lufc #sarcasm,1
@JSpoons1 lets not forget Kellen Winslow jr\/sr #sarcasm #vasoline,1
\ud83d\ude4f http:\/\/t.co\/KK0MUcfxxc,0
Can't wait to spend 4 hours doing exams tomorrow after not being able to eat all weekend and barely any revision \ud83d\udc4d\ud83d\udc4c #loveanulcer #sarcasm,1
That was the most amazing sleep ever oh my god,1
Messsssssssiiiiiiiiii,0
@ArmandoJ_arroyo @Nashgrier #sarcasm http://t.co/XbETjyS5Uq,1
@mattyoho be there in 6 min,0
@JulianHurrah @nxne I'm not coming,0
If Mexico finished 2nd in there group then they will most likely play against Holland. If finish first then most likely Spain. #Fucked,0
Day today to start money making.,0
Wow,0
Really \ud83d\ude31\ud83d\ude31,0
Most likely... #sarcasm http://t.co/sMOwRW3eIP,1
I'm doing my #treatment right now. #airwayclearence is so much fun #sarcasm,1
Ah\u00ed est\u00e1n para que sigan hablando que Messi no esta ,0
@MindFuck_ sure coming from 1-0 to 1-1 then 2-1 within bout 90 sec aint nothing #sarcasm,1
why are boobs uneven ughh ?! #sarcasm #boobs,1
I've been listening to the Shrek song nonstop for the past 2 days.. I have a problem. \ud83c\udd98,0
#thatawkwardmoment #sarcasm http://t.co/zKf4xRHHNc,1
#sarcasm ,1
Your shorts are so long even a nun wouldnt wear them #sarcasm,1
Messi is just too good,0
Leavin for Cali on Thursday\ud83c\udf1e,0
Well tonight was a interesting night.. #sarcasm,1
@LTCPeterLerner @xMaccabix are sure it didn't say anything blaming the kids? #sarcasm,1
Alright I guess I'm gonna have to be a big girl and make the first move.,0
What a fabulous friday night sitting at home doing nothing. #sarcasm #FOMO #scottsohot #sc... http://t.co/uDhQAdAq3o,1
IM SCREAMINGGGG \ud83d\ude02\ud83d\ude02\ud83d\ude02 \u201c@_politeASSHOLE: Oh shit \ud83d\ude29\ud83d\ude2d\ud83d\ude2d https:\/\/t.co\/wKia5G38Y6\u201d,0
GOOOALLLL BY LA PULGA MESSI!!!!! #ARG #ARG #ARG,0
@kjdugar my dad always said that I have a strong back and a weak mind.  #sarcasm,1
@Ryan_Bantley live?,0
I don't even know how I'm so good looking #selfie #sarcasm #ego #onsecondthought #maybenot http://t.co/265SRLmZwO,1
I wonder how the state-of-art equipments &amp; spies #Sabah're gonna curb with self-appointed sultan sulu &amp; his followers with parangs. #sarcasm,1
My little sisters best friend is from Argentina &amp; absolutely so happy its so cute lol,0
Fupa city at wegs if anyone wanna see,0
WOW I feel your interest... #sarcasm,1
quick work outs to manage anxiety are the best work outs. #sarcasm,1
Back to Albs tomorrow...I gotta feeling that its gonna be a good week. Bae comes on Friday!!! \ud83d\ude00\ud83d\ude00\ud83d\ude00,0
Aw man,0
GOOOOOAAAALLLL,0
@_ProphetUno uhhhh ok b,0
Someone text me,0
Because these days,1
Wow,1
Gert Verheyen heeft er precies goesting in... #sarcasm @sporza,1
NAM finale @ 6!! Lets get some queens!! \ud83d\udc78\ud83d\udc78\ud83d\udc78\ud83d\udc78\ud83d\udc78\ud83d\udc78,0
\u00a1SAB\u00cdA QUE ZO\u00c9 DE NOCHE ERAN ESP\u00cdAS!\n\n\u00a1LO SAB\u00cdA!\n\n#sarcasm,1
Because leaving your windows up and your roof down is completely logical and safe. #sarcasm http://t.co/mNfllL7MCA,1
#Sarcasm,1
Djourou got lost on defense? Never .... #sarcasm .... stellar rankings FIFA to have Switzerland in position to be seeded #sarcasm,1
@J0rdan_sulliv4n: Nice one Sterling really fab#sarcasm,1
@BonerAllTimeLow idk a nice beardy kiss every once in a while #sarcasm,1
@heets_tweets never underestimate the power of #sarcasm. #loveit,1
@s0rrianjr segui amr,0
But on a lighter note,0
#sarcasm,1
@gingersnappp_ She's about two years old now. Follows me everywhere,0
@thejalexkelly because they love to use homegrown talent #sarcasm,1
shrimp and filet on the grill \ud83d\ude0d #sofull,0
I don't think y'all understand that joy that I am feeling right now \ud83d\ude2d\ud83d\ude2d\ud83d\ude2d,0
Well I didn't miss anything,0
@Nelsonperez_ WTF ILLUMINATI BC I FAVORITED THIS SHIT AND GOT ONE IN THE MIDDLE OF THE NIGHT,0
spoke too soon bitch!!!\u201c@ohshyttodd: Messi not doin shyt for the team... as usual\u201d,0
Come on Spurs! Finish it tonight! #20minutes #NBAFinals #SanAntonioSpurs,0
LESSSSSSS GOOOOOOOOOOOO!!!!!!!,0
I should not have sent that text.,0
"\Really? Song of the YEAR?\"" - dad every time Afternoon Delight comes on #skyrocketsinflight""""""Really? Song of the YEAR?\"" - dad every time Afternoon Delight comes on #skyrocketsinfligh""""Really? Song of the YEAR?\"" - dad every time Afternoon Delight comes on #skyrocketsinfligh""""eally? Song of the YEAR?\"" - dad every time Afternoon Delight c""""ally? Song of the YEAR?\"" - dad every""""lly? Song of""",0
I have to get up at 3am!!!! :))) Amazing!!! :)))) #no #sarcasm #promise,1
Best. Picture. Ever. #sarcasm #graduation2014 #soproud @ UCSD http://t.co/RZreDhJQ1g,1
\u201c@SlattNasty: Greatest experience ever brother !\u201d Awesome! I've always wanted to try it. I should do it soon!,0
I'm the hostess with with the mostest yee,0
@NichStarling @mrjakehumphrey Have I????? Really???? I've always wanted on of them! #sarcasm,1
\u201c@AutoWorId: Camaro http:\/\/t.co\/6kXAZMgS14\u201d my dream car #perfection \ud83d\ude0d,0
@rae_baugh Thanks so much for the RT! \ud83d\ude03,0
Wow. The best conversations are 53 seconds to a dad you havent talked to in 3 weeks. #sarcasm #happyfuckingfathersday,1
I love seeing ugly cunts that I can't stand&lt;3 #sarcasm,1
MESSI!!!!!,0
Good job bullpen #sarcasm you blew a 6-2lead #bucn #LetsGoBucs,1
,1
@quin_thaeskimo it's a lot like trading spaces \ud83c\udfb6,0
@Outhalf it's ok,1
#grandcentral #nyc #accidentalcreeper #kiss @ Grand Central Terminal http:\/\/t.co\/mkvuQtnJZT,0
"Walt &amp; Lillian are my favorite love story ever told. \n\n\In the 1930s and 40s Dad wore hats. All men\u2026 http:\/\/t.co\/EsB08IDYsK""""alt &amp; Lillian are my favorite love story ever told. \n\n\""In the 1930s """"lt &amp; Lill""",0
#ThisCouldBeUsButYouPlayin http:\/\/t.co\/XiZ1hJ2Iwz,0
Football is boring yeah suuuuure it is #sarcasm,1
LeBron James: 18 points,1
@EmilyGraham03 how's yours summer btw,0
About Togo to the east gotta link with my hunny sha \ud83d\udc9c,0
Obviously going to apply for the next great baker #sarcasm,1
Birthday Ice Cream \ud83d\ude01 http:\/\/t.co\/9U74O7cur4,0
Image created with #guccigg1434 and it's a Cocktail called Cancer @ Trick Dog http:\/\/t.co\/M8KTKpGkuR,0
@Pkthunder21 who knew those 2 languages were so similar  #sarcasm,1
RIP Bosnia,0
My weekend is gonna be sooooo fun #sarcasm,1
I hate it when people misspell easy words. I think that their doing it just two annoy me. #Sarcasm,1
Just saw a lady pushin mid 40s to early 50's.  all I'm gonna say is #Gilf,0
Goaaal,0
Nice to know that I'm first. #sarcasm,1
Tireeeeeed,0
\u201c@badinfIuence: bruhhh The World Cup not chillin http:\/\/t.co\/51VJm3Poxq\u201d this isn't this years works cup,0
\ud83d\ude1c http:\/\/t.co\/qPiOF3aXtg,0
Accept what is,0
You know it was a good weekend when you have zero pictures to prove \ud83d\ude0f,0
Great day exploring the big apple with my best friend @ Brooklyn Bridge http:\/\/t.co\/1C0B6DeU78,0
all these dutch fans celebrating like they've won the world cup,1
Bitches.blunts.bathsalts.,0
@PrincessMattie1 yeh cos Obama has all the answers. You know he walks on water right? And the sun shines out his backside. #sarcasm  #auspol,1
@stripesstores By 9:30AM no more breakfast,1
damn messi that was niiiiiiice,0
saben que mi tio hermoso le va a argentina ahorita le debe estar dando una vaina,0
I just pulled off 3 ticks from my hip yay! #sarcasm #girlscampprobs,1
Messi just scored a beautiful goal! ABSOLUTELY FUCKING BEAUTIFUL!,0
Tht was awsome,0
Yesss. El messiah,0
A little drunk on you an high on summertime!,0
When you find the right person who make you happy,0
Uncovered,1
"It's said that #sarcasm is the lowest form of #wit. To that I say No""""t'""",1
Personally,1
Messi ftw,0
Still a rat,0
Playing a multiplayer game on our separate phones #bonding #family #sarcasm,1
for no reason and no reason only,0
Everyone should go on their photobucket and twitpic all old flicks tonight,0
#sarcasm #tcot,1
@Sid_Seixeiro just as highly rated as a Leafs-Habs Sat night hockey game I bet #sarcasm,1
Messi \u26bd\ufe0f \ud83d\ude4f,0
Faxival is buzzing #sarcasm,1
This just happened. I went on vaca and I rode a llama #sarcasm http://t.co/5T5V9FDYsS,1
@ChrisPirillo mind blown I never knew this was possible #sarcasm,1
Betances strikes out Kyle Blanks. A strikeout for Betances??? Unheard of... #Sarcasm,1
"I just love that when a celebrity or a youtuber you like does a follow spree everyone gets followed but you. -.- #seriously #sarcasm"""" just love that when""",1
@TheDouch3_ lmao makes no sense...but thats something completely different...girls looking for dudes on social media are bored \/wanna fck,0
Golazo messi!,0
And now we're not gonna talk for a few days..cool. #sarcasm,1
I've always thought the six run lead the hardest to maintain #sarcasm,1
Targeted marketing is odd since I got a new account and deleted FB. Gay dads and church tees? You're surely onto something,1
Birthday in Malaysia.... Not in New York yeeeee,0
Great way to end our anniversary. #sarcasm,1
Stevie G showing passion while signing the national anthem ,1
Looking forward to playing Costa Rica what with us being good at defending set plays #sarcasm,1
What is the solution to every content problem? More ebooks. #contentmarketing #contentstrategy #sarcasm,1
Drink from the well of your self and begin again. -Charles Bukowski\u2661 #peaceandmindofheart #nofilter @\u2026 http:\/\/t.co\/TK1FOVzvPa,0
This girls selfie is ruining the song http:\/\/t.co\/7IuGNWhoQT,0
Ay nojoda... fuchi argentina.,0
A hybrid bursting into flames? Shocking!  #sarcasm,1
\ud83d\udc4a .. But I'd be wrong,0
Tyldesley &amp; Townsend got there in the end... coz I couldn't see a handball! Stunning commentary as usual! #URU #CRC #WorldCup #itv #sarcasm,1
@MLBPAClubhouse @toppscards this guy is decent I guess... #sarcasm http:\/\/t.co\/tj7xiHYAB0,1
cant wait for some sick football action tonight #sarcasm,1
Short but fun trip. #California #weekend #funtimes,0
Messi is very good at soccer not as good as me though,0
@FiachOByrne @LCMemes2014 thank you very much for that crucial piece of information! I'm really upset now!! #Sarcasm #SMD :),1
Just for Father's Day,1
So being stood up by your boyfriend is the best feeling in the world. #sarcasm,1
All these April Fool messages are so hilarious and original.      #sarcasm,1
Every time I listen five colours in her hair from McFly I think in @Michael5SOS #idontknowwhy #itsamistery #sarcasm,1
#Hilary tries to relate to poor by saying she was broke after leaving the White House. Ok,1
What an awesome night #insert #sarcasm,1
@oysterco Sorry but there is way too much clarity in your tweet - must try harder :) #sarcasm,1
Don't quit smoking lady,1
Messi will be the leading scored after this game hattrick hero,0
This nigga just slid #surfboard,0
@RealMikeWilbon yeah I mean who wants to watch an evenly called game? #sarcasm #unfollow,1
Seriously @FoxNewsSunday  if you have Jane Harman on the panel again I'm done w\/ the show. Been watching for 8 years. She adds NOTHING!!!,0
Happy Fathers Day!!! Even through the fights we still love each other \ud83d\udc4a\u2764\ufe0f #daddysgirl \ud83d\udc81 http:\/\/t.co\/1BSDSikGkD,0
http:\/\/t.co\/1vygpClwMa,0
@jakefogelnest I think you need to arrange @billyeichner yelling the Alt 18 countdown... it's vital.,0
Managed to break my own mouse. Welp,1
At the beach. Got hit in the head by a kid's ball,1
@Beauteous_XO_ ayeee well hopefully i see u der \ud83d\ude01\ud83d\ude01\ud83d\ude01\ud83c\udf08,0
@PatGallen_975 Apparently not Rubens fault - he was going for it. The decided to ditch Pence for nada...#sarcasm,1
@hankschulman if giants can't get out of funk,1
YAY MY BROTHER IS HOME FROM CHOP\ud83d\ude01\u2764\ufe0f,0
@DrewsPens @pensreport #sarcasm,1
"@CuzinMeelosh Messi says \Are you impressed now?!\""""""CuzinMeelosh Messi says \""",0
And I left my wallet in the car #worsedayever #sarcasm http://t.co/4vjI1eSBBK,1
"\@MyGirlKelz: #TweetsToPissSomeoneOff\"" @Just_Collin Chris Paul is the best point guard in the league but not a leader #Sarcasm""""""@MyGirlKelz: #TweetsToPissSomeoneOff\"" @Just_Collin Chris Paul is the best point guard in the league but not a leader #Sarcas""""@MyGirlKelz: #TweetsToPissSomeoneOff\"" @Just_Collin Chris Paul is the best point guard in the league but not a leader #Sarcas""""MyGirlKelz: #TweetsToPissSomeoneOff\"" @Just_Collin Chris Paul is the best point guard i""""yGirlKelz: #TweetsToPissSomeoneOff\"" @Just_Collin """"GirlKelz: #Twe""",1
Getting out of bed was so hard this morning that I'm now probably gonna be late.... #GreatWork #sarcasm,1
Underrated,1
Phil Neville's voice is as interesting as Wayne Rooney on a football pitch! #sarcasm #boreoff #EnglandvsItaly,1
Great deal #Sarcasm http:\/\/t.co\/2jA3qJ8zdP,1
Yay,1
@miconm @SianGriffiths6 @thesundaytimes it's certainly what gave me my British Values,1
Can't wait for the wannabe Italians slating England on the TL later on :). #sarcasm,1
We been walking the entire day #tribeca #soho #littleitaly #chinatown #brooklynbridge #chelsea @\u2026 http:\/\/t.co\/qMGtWaC6dB,0
Tube tops are (secretly not) classy as hellllll #realworld #sarcasm #not #yesallwomen,1
"\@vasnanc: @SammyJoshan I miss the old Justine""""""@vasnanc: @SammyJoshan I miss the old Justin""""@vasnanc: @SammyJoshan I miss the old Justin""",0
@The_Road_Guy iiiiiit's noooooot?!?!? #Sarcasm,1
New #quote : Katanya.... #quote #sarcasm #lovequote by ideciaa http://t.co/hDZKz9NsQm,1
Dad: You buy me a hammakka? Where I'm supposed to put this??\nMom: On your head... It's a HAMMOCK!\n\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude2d\ud83d\ude2d,0
You serious messi!!,0
Rewards points. Another thing that homeless people can dig thru the trash for...thanks McDonalds! #sarcasm http://t.co/ckttqTRz95,1
@sgaut can you imagine how ppl are needed to 'cure' 10% of the population? THERE are your jobs pal #sarcasm,1
Messi is filthy,0
Why,1
\u201c@bitch_im_boss1: @theyLoveDiana not who you think it is \ud83d\ude29\ud83d\ude29\ud83d\ude29\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude2d we both no he'll neva do that \ud83d\ude14\u201d,0
Nostalgia \/\/ Retail http:\/\/t.co\/eHKgvwB0YZ,0
@elonjames @FeministaJones I guess Solange was just THAT important. #sarcasm,1
@kimshady_ my@mom will drive us and you'll be home before 9,0
This first week of summer was so freaking fun #sarcasm,1
Im Great full to just be on good terms that all i need. \ud83d\ude18\ud83d\ude4f\ud83d\ude4c\ud83d\udc4f\n ~home sweet Home.,0
@JimmyDavis54 chyeah broo!!,0
I use to love today..,0
Thank God.. He's so amazing,0
ohhh he's such a big star.. others will wait for him #sarcasm,1
Happy Father's Day,0
"\u201c@FutballTweets: Football Fans:\n\n63rd Minute: \Lionel Messi is awful now.\""\n\n64th Minute: \""Lionel Messi is the best player in the world.\""\u201d""""u201c@FutballTweets: Football Fans:\n\n63rd Minute: \""Lionel Messi is awful now.\""\n\n64th Minute: \""""201c@FutballTweets: Football Fans:\n\n63rd Min""",0
@outragedvick Mandan saludos a South Beach en vez de relatar un tiro libre,0
Or whatever you call it \ud83d\ude01\ud83d\ude01\ud83d\ude01,0
Oh you blocked me? You know just how to hurt me #sarcasm,1
\u201c@vegan: Side with animals.\u201d @UncleHank27,0
Alyssa is a chocolate face. Lol http:\/\/t.co\/ni3g6ae7fQ,0
I have such great friends it's insane. #sarcasm #whatajoke,1
\u201c@Jesus_M_Christ: Oh BTW,0
It's always nice when I go &amp; visit my parents #sarcasm,1
@DulceUribe1 seda pues no chillen.  XQ el Q no ve como esta su vecino merece ser la pr\u00f3xima v\u00edctima y sufrir con paciencia!,0
I'd never let another baby take my place as my daddy's baby girl \u270b &amp; idgaf how childish &amp; selfish that sounds lol,0
Good work,0
ESCUCHAN COMO ALIENTAN\u00bf SOMOS LOS MEJORES SIN DUDAS \u2665\u2665   #ARG,0
"@galenward same as anything. Not \would you buy this\"" but \""will you pre-order\""""""galenward same as anything. Not \""would you buy""""alenward same""",0
Messi!!!!!!!!! That's what I'm talking about!!! @FIFAWorldCup #WorldCup2014 @TeamMessi,0
@Lore78_ &lt;3 Siempre adelantadas.,0
I get an email from #Groupon for 20% off on #condoms! Wohooo i finally get condoms with somw discount! #Sarcasm,1
@MonicaYianniMYP #sarcasm or #serious ?,1
"this is what I wake up to at 430am. the first thing I see and read this morning.  450 cal isn't very much.""  SO CHEERY""""his is what I wake up to at 430am. t""",1
I know this is meta but I wish there was a tweet in tweet twitter card.,0
Reviewing the world cup scores... Colombia beat Greece?! Whoa,1
